Time,NormalisedFlux
0.0,0.882470042041059
1.0,0.8053356538892571
2.0,0.8685509096299595
3.0,0.8341124025206018
4.0,0.7788376392080271
5.0,0.8347665115111108
6.0,0.7639221902930925
7.0,0.9160772071324983
8.0,0.8852572055297917
9.0,0.8656984437702309
10.0,0.9572836113942125
11.0,1.0352048594086487
12.0,1.0449643677433866
13.0,1.1200494112725927
14.0,1.1194384476404278
15.0,1.1862459604946953
16.0,1.173660245075221
17.0,1.1874899086249207
18.0,1.2103611703045047
19.0,1.2536652713490135
20.0,1.108123104630077
21.0,1.0911488284748965
22.0,1.0433529941637985
23.0,0.9782381213892299
24.0,0.9714928793610846
25.0,0.9002463153097069
26.0,0.8988950286824828
27.0,0.7956273451169118
28.0,0.8596095216387513
29.0,0.7642675751151954
30.0,0.764074994478997
31.0,0.831544672694222
32.0,0.8988910530305837
33.0,0.9319383985616936
34.0,0.858046157409908
35.0,0.9632855217780629
36.0,1.0092921114459399
37.0,1.061343784411444
38.0,1.092044194006117
39.0,1.1142570655410524
40.0,1.1862555575322737
41.0,1.1767332027327526
42.0,1.1609745975738792
43.0,1.1726546774078053
44.0,1.1732108676344373
45.0,1.1680310635808442
46.0,1.1685583345429555
47.0,1.0329880516183318
48.0,1.0604482556281638
49.0,0.9633311848173417
50.0,0.960809079579446
51.0,0.9029904016964131
52.0,0.8620060851383884
53.0,0.8138057295577131
54.0,0.8159370676943795
55.0,0.7864917972097517
56.0,0.8289752441464577
57.0,0.8590682499893592
58.0,0.8300827143920003
59.0,0.8818709279907487
60.0,0.9086811423926368
61.0,0.9332786864955406
62.0,0.9705352490935958
63.0,1.037605591669662
64.0,1.122652879716583
65.0,1.2438813723288165
66.0,1.2464921766757198
67.0,1.2211168584560605
68.0,1.2327531375930365
69.0,1.1937672083405333
70.0,1.162134988961449
71.0,1.137372143158433
72.0,1.0988948607179303
73.0,1.0688476608850457
74.0,1.0018921125916442
75.0,0.9568479941763035
76.0,0.8861551382001558
77.0,0.9338200896607943
78.0,0.8939057268355515
79.0,0.8090459342967229
80.0,0.778034068038615
81.0,0.7924557143379714
82.0,0.8271151632105904
83.0,0.8177424841774447
84.0,0.8342538143802979
85.0,0.9533675854974617
86.0,0.8437140452494742
87.0,0.9808710771942205
88.0,0.9786225584478049
89.0,1.06410569965418
90.0,1.0559125678010806
91.0,1.12444573371635
92.0,1.1881110302973767
93.0,1.1424748991527685
94.0,1.1634092962067313
95.0,1.1449771833990467
96.0,1.1401895493480632
97.0,1.166318091204773
98.0,1.139759869892679
99.0,1.0463456103958144
100.0,0.9944725432286825
101.0,0.9906668741865517
102.0,0.9309030742479024
103.0,0.9219500896258354
104.0,0.8596234373561626
105.0,0.8110422783409357
106.0,0.7653330951049339
107.0,0.793441521624543
108.0,0.8117347719066637
109.0,0.8135827280503236
110.0,0.8588106694550957
111.0,0.8716462547599734
112.0,0.9295045771939131
113.0,0.9926731851989823
114.0,1.003863904726102
115.0,1.097922563598735
116.0,1.1305425533379663
117.0,1.1660970324407254
118.0,1.2362124206088523
119.0,1.15540222582714
120.0,1.190736133508869
