Time,NormalisedFlux
0.0,1.0303746571861594
1.0,1.0466237396479778
2.0,1.0919308161799637
3.0,1.0785739691675649
4.0,1.0987718083395268
5.0,1.0729558520761817
6.0,1.070868923701479
7.0,1.0641338566566532
8.0,1.0669426883410678
9.0,1.0511106768386356
10.0,1.048101953531143
11.0,1.0323479067026533
12.0,1.0493314264943512
13.0,1.0869003652477556
14.0,1.0185405449910494
15.0,1.0586297809190843
16.0,1.042317470891174
17.0,1.0555977531326706
18.0,1.017953362646607
19.0,1.0572387100420342
20.0,1.0120582224962884
21.0,0.9951585726921646
22.0,0.9979202539062165
23.0,1.002134691483621
24.0,1.0006983122375737
25.0,0.9699759866797095
26.0,0.985500003211204
27.0,0.9772465337211913
28.0,0.9246110139772755
29.0,0.9546157553202532
30.0,0.9849474570380881
31.0,0.9588155799098858
32.0,0.9490663985700278
33.0,0.9582940538127727
34.0,0.9417049572010429
35.0,0.974313083674109
36.0,0.9565611180587242
37.0,0.9221616437996839
38.0,0.9085741454662152
39.0,0.8728612538193179
40.0,0.9050042644036761
41.0,0.8941704724419222
42.0,0.9441214624862216
43.0,0.947955767336377
44.0,0.9716337353407235
45.0,1.0416026189842265
46.0,1.0389328143911356
47.0,1.0961851392778355
48.0,1.0856835709990276
49.0,1.0728724879664409
50.0,1.0911304583935872
51.0,1.0773541906159831
52.0,1.0570583377493443
53.0,1.0770296042990561
54.0,1.0096724351213573
55.0,1.0330815961539863
56.0,1.046479532588142
57.0,1.0482522281064102
58.0,1.0326614043566187
59.0,1.0213491471896643
60.0,1.0417492884656487
61.0,1.057931325209341
62.0,1.0443481373680596
63.0,1.007863518106741
64.0,1.005624261816414
65.0,0.9922610086851716
66.0,1.0046729900413653
67.0,0.9920271824554003
68.0,0.9684263628785206
69.0,1.0050313322314512
70.0,1.0095242544314909
71.0,0.9679622151979665
72.0,0.9783311403188211
73.0,0.9839822405006485
74.0,0.93973216990835
75.0,0.9641538812047017
76.0,0.9302459811875701
77.0,0.9450361946446919
78.0,0.9634017765769518
79.0,0.9478579403313542
80.0,0.9378867194071918
81.0,0.9230417496183956
82.0,0.9124678259208414
83.0,0.9099166708446647
84.0,0.9141021469914582
85.0,0.8953523632772217
86.0,0.926060408322018
87.0,0.9428589418459576
88.0,0.9609891170965417
89.0,0.9714342392884997
90.0,1.0303697957007034
91.0,1.055212630088755
92.0,1.0721630079364677
93.0,1.0970896842267126
94.0,1.1067525332338215
95.0,1.0481188587309942
96.0,1.078937048863495
97.0,1.0517109800470545
98.0,1.0582432136217519
99.0,1.0539469794138117
100.0,1.0495248462292435
101.0,1.056128771597858
102.0,1.0304927887688569
103.0,1.0503068625642875
104.0,1.0572343605621077
105.0,1.027935165131774
106.0,1.0015715304158175
107.0,1.0433958040220197
108.0,1.0053818663087613
109.0,1.0277432651931382
110.0,0.9888279539042114
111.0,1.0041523241303896
112.0,1.0079600680150707
113.0,0.9955451881749083
114.0,0.973140614212618
115.0,0.9452058427504185
116.0,0.9798171665370543
117.0,0.9883408920310661
118.0,0.9848380692607819
119.0,0.9649166107161867
120.0,0.9798391191298603
