Time,NormalisedFlux
0.0,0.7947343236479708
1.0,0.7524399526531391
2.0,0.7345339531286404
3.0,0.7826220622192575
4.0,0.9226846748117249
5.0,0.7686117731850218
6.0,0.9068170189740861
7.0,0.9959668660320904
8.0,1.0577825502971536
9.0,1.0650836057585518
10.0,1.0809597063618468
11.0,1.2319089353423605
12.0,1.1969451387198258
13.0,1.2146376585870309
14.0,1.2230665818678377
15.0,1.1747256191441118
16.0,1.1835215435629938
17.0,1.167987364347557
18.0,1.0830327030172482
19.0,1.0556997998298954
20.0,1.0702320723703949
21.0,1.0139710531309833
22.0,0.969657617893315
23.0,0.860331722728144
24.0,0.8595770136737886
25.0,0.8246452947766316
26.0,0.7806782551959109
27.0,0.7549173534156037
28.0,0.8393118441172953
29.0,0.8859000038880398
30.0,0.8691491137977234
31.0,0.8658111178393966
32.0,0.9332476680904644
33.0,0.9587276159910856
34.0,1.049314733664279
35.0,1.0764388158716283
36.0,1.1447265818134922
37.0,1.1483511196619738
38.0,1.2110159108073433
39.0,1.189826524576365
40.0,1.1865894426379475
41.0,1.2509800991965447
42.0,1.1808734905811038
43.0,1.1035177759804289
44.0,1.1057116871049337
45.0,0.9821060770606327
46.0,1.0020614012370588
47.0,0.973380569762793
48.0,0.8419816833768063
49.0,0.8483883523265066
50.0,0.8391758237834286
51.0,0.8305418299125487
52.0,0.7949030570101067
53.0,0.8355829405059806
54.0,0.8226030314822835
55.0,0.8806481882847202
56.0,0.8901212888018414
57.0,0.9031442473061013
58.0,0.9951269531487179
59.0,1.0030763352496321
60.0,1.0961359780235507
61.0,1.1533679369540257
62.0,1.104385601638584
63.0,1.198789286926702
64.0,1.1768458167267253
65.0,1.2322739904950406
66.0,1.1394445508092341
67.0,1.1647640643058605
68.0,1.1509443445534944
69.0,1.1003187885570602
70.0,1.04085672790128
71.0,0.9805302179105087
72.0,0.9970632419061305
73.0,0.8631777266575652
74.0,0.9327952224799003
75.0,0.8512355092675065
76.0,0.8415042855694308
77.0,0.7340225704152348
78.0,0.816785509749926
79.0,0.7913008913163855
80.0,0.8191205552627212
81.0,0.8411813132582316
82.0,0.9371345915969245
83.0,0.9945522640014404
84.0,0.9935625636889878
85.0,1.0645863286716144
86.0,1.0733300065039253
87.0,1.1410507487850152
88.0,1.1402827112655691
89.0,1.2251863266389194
90.0,1.1917556612853326
91.0,1.2157826000304952
92.0,1.223313342786208
93.0,1.1969790382270649
94.0,1.1223731184013872
95.0,1.099850974066519
96.0,1.045199056282614
97.0,0.937062317216778
98.0,0.959924855451039
99.0,0.9463028547630069
100.0,0.9040466161592273
101.0,0.8538672514271735
102.0,0.7764864788747532
103.0,0.7978590068066808
104.0,0.7952985830175869
105.0,0.8751986939669288
106.0,0.9103440833904033
107.0,0.8537201239391242
108.0,0.9050033839437919
109.0,0.951576970792903
110.0,1.0394738352474804
111.0,1.0542946560995328
112.0,1.096774367025231
113.0,1.1625433322011969
114.0,1.197636803729093
115.0,1.2579101949108888
116.0,1.2278498162598004
117.0,1.206435399987302
118.0,1.113460717290861
119.0,1.1556324459780485
120.0,1.0668978562591924
