Time,NormalisedFlux
0.0,0.9265815817289427
1.0,1.0178030202749062
2.0,1.1091300950692555
3.0,1.1438896037864916
4.0,1.1642751766386636
5.0,1.1630732175807654
6.0,1.2246464888227742
7.0,1.2037916761332366
8.0,1.2280658526079653
9.0,1.2152719434674653
10.0,1.116624960816627
11.0,1.1294328524249415
12.0,1.0942228751107401
13.0,1.0540104613515515
14.0,0.996119866262956
15.0,0.9726627590697183
16.0,0.8587031932216447
17.0,0.8522218232011323
18.0,0.9056103718599378
19.0,0.8079085353340587
20.0,0.7849660831680426
21.0,0.7778202184326543
22.0,0.7833987458318078
23.0,0.8285748206389861
24.0,0.8656398563764148
25.0,0.9097785294398802
26.0,0.9388336270644133
27.0,0.9528656070387199
28.0,1.0249367044101612
29.0,1.0940814469302524
30.0,1.1333713107843881
31.0,1.1871853418411538
32.0,1.2085203155465483
33.0,1.2214242373076087
34.0,1.1538070768015138
35.0,1.1951615968169864
36.0,1.2034985603217283
37.0,1.140542798133986
38.0,1.1979240746062398
39.0,1.0858282871950171
40.0,1.051333857259774
41.0,1.0460169398987833
42.0,1.0134738033698538
43.0,0.9709156001864722
44.0,0.8823810599886491
45.0,0.8257315420251791
46.0,0.8182703599583746
47.0,0.8142764546992398
48.0,0.847575779373474
49.0,0.7943993202955176
50.0,0.8232345220593714
51.0,0.8910279151082534
52.0,0.8431064414824482
53.0,0.9328794750732303
54.0,0.9664113518364702
55.0,0.9295400470348893
56.0,1.031725630601865
57.0,1.077431364213812
58.0,1.1207839957926604
59.0,1.1627863317705553
60.0,1.1633367185385213
61.0,1.1909613427912389
62.0,1.1383365827056684
63.0,1.2134162919201
64.0,1.1801657826475678
65.0,1.1627566990432103
66.0,1.1168990383808537
67.0,1.1332790566945237
68.0,1.0699899660825685
69.0,1.0206944261468207
70.0,0.9637362850813871
71.0,0.8119909088351023
72.0,0.9332162226485343
73.0,0.8740305798314024
74.0,0.795311138136832
75.0,0.7713134790689916
76.0,0.7882306515115949
77.0,0.7671724633432435
78.0,0.8063841679179041
79.0,0.8192194335389423
80.0,0.902633484216612
81.0,0.8812740626250979
82.0,0.9742257775099071
83.0,1.023123924310831
84.0,1.0994718728787216
85.0,1.1055201379948163
86.0,1.1884565596977308
87.0,1.1347153508900854
88.0,1.2232473934638408
89.0,1.2368667085889942
90.0,1.212252344606001
91.0,1.214082975824479
92.0,1.1468320897236435
93.0,1.0412212833028052
94.0,1.0924893420763815
95.0,1.0655641995122052
96.0,1.0076811279186741
97.0,0.9779653501578537
98.0,0.9452241895100967
99.0,0.8266460726547179
100.0,0.8476101254912468
101.0,0.7781003838252936
102.0,0.7692584635176877
103.0,0.8015138569667262
104.0,0.7999848139471856
105.0,0.8088848965178937
106.0,0.8327076450320351
107.0,0.8844201795415267
108.0,0.9395865288853514
109.0,0.9755554545720785
110.0,0.9848662440541142
111.0,1.0322815721589538
112.0,1.0366953989110679
113.0,1.0886889518245342
114.0,1.1975861458603194
115.0,1.2386735402333922
116.0,1.1680602952594326
117.0,1.185051611279939
118.0,1.2013234011832403
119.0,1.2019262215004574
120.0,1.0742805550878027
