Time,NormalisedFlux
0.0,1.0865481115583326
1.0,1.0826845384111703
2.0,1.0813789013116104
3.0,1.0396621274581126
4.0,1.0599170563215992
5.0,1.022595423835155
6.0,1.009693469225232
7.0,1.0656229843087157
8.0,1.0354737349749217
9.0,1.0443306450919458
10.0,1.0441048283790721
11.0,1.0256854770463981
12.0,1.0127843010783208
13.0,0.9942621864625805
14.0,0.9937983560928209
15.0,0.9930653052497002
16.0,1.0187586970620275
17.0,1.0062946597540507
18.0,1.0177531428533602
19.0,1.0122237745267886
20.0,0.993502061281698
21.0,1.0137734321333236
22.0,0.9764381378437974
23.0,0.9657765295245557
24.0,0.9423321654734199
25.0,0.9977809454513099
26.0,0.95812155308754
27.0,0.9616339679430053
28.0,0.9705637890004434
29.0,0.9768255157234444
30.0,0.9262158216926442
31.0,0.9338843378155521
32.0,0.936331956960797
33.0,0.9212537938182318
34.0,0.8570821871245742
35.0,0.8931423845942524
36.0,0.8869621087751887
37.0,0.9178069301245974
38.0,0.9194248867321876
39.0,0.9562803908409186
40.0,1.0194261424562567
41.0,1.0220665067432595
42.0,1.0345117752254054
43.0,1.0825620567761944
44.0,1.1115190578292267
45.0,1.1138484675457498
46.0,1.0926614482780066
47.0,1.0986605901923547
48.0,1.053456955844027
49.0,1.0396175103465402
50.0,1.0380067026065636
51.0,1.041673944093415
52.0,1.0351059872071844
53.0,1.0864092099753277
54.0,1.0370006257182551
55.0,1.0666389584732014
56.0,1.0283578826201216
57.0,1.0536226665524275
58.0,1.0475511031162408
59.0,1.015909340589149
60.0,0.9935641651595487
61.0,1.018207568745121
62.0,0.9983753646042531
63.0,0.9856500522460171
64.0,1.0006108454624438
65.0,0.9901416449447942
66.0,0.9923552561147617
67.0,1.0162622934700487
68.0,1.0089847864236758
69.0,0.9960199240375672
70.0,0.940338232617688
71.0,0.9828886717562875
72.0,0.9585735023968946
73.0,0.9732404392764393
74.0,0.9823987183735069
75.0,0.9428986944776687
76.0,0.9731746910548428
77.0,0.9357313467814944
78.0,0.9296085949834468
79.0,0.943146960964474
80.0,0.932423327714163
81.0,0.935671405145403
82.0,0.898644482109755
83.0,0.9169318533916654
84.0,0.9187820153362227
85.0,0.8985750625376081
86.0,0.9128262338973743
87.0,0.9939813675429895
88.0,1.0316645068686643
89.0,1.0467228956692702
90.0,1.0748421295875128
91.0,1.1048466360649294
92.0,1.1157333540179304
93.0,1.0925698520350373
94.0,1.1461133236749852
95.0,1.063066590008275
96.0,1.0417865937846396
97.0,1.0499627910202518
98.0,1.0657556027290775
99.0,1.0595198626857842
100.0,1.0271223606923565
101.0,1.0314098032127255
102.0,1.0333524642550913
103.0,1.038488270814956
104.0,1.0380113051902131
105.0,1.0200803062766362
106.0,1.008073002079054
107.0,0.9831230515061302
108.0,0.9921693287185381
109.0,0.9946533443899266
110.0,0.9963229179647287
111.0,1.0259334917771257
112.0,1.011525231496427
113.0,0.9948426768739083
114.0,0.9904252078647013
115.0,0.9795290492980222
116.0,0.9771393867168043
117.0,1.000006030765184
118.0,0.98094318218267
119.0,0.9595753985778391
120.0,0.9430635769622433
