Time,NormalisedFlux
0.0,0.7951234202777064
1.0,0.8334957227053394
2.0,0.8450111827546777
3.0,0.9170424915672499
4.0,0.9573896824215353
5.0,0.9818575691568024
6.0,1.0450860481570765
7.0,1.0814147119210191
8.0,1.0703702617990396
9.0,1.1754616557700746
10.0,1.1598675155349023
11.0,1.1420881984888298
12.0,1.1873750434800396
13.0,1.1612732845498088
14.0,1.1060734338987486
15.0,1.0782261355741758
16.0,1.040643742464596
17.0,0.9681244054426762
18.0,0.9228197893699501
19.0,0.9146172900104952
20.0,0.9072089650479358
21.0,0.7894544345407791
22.0,0.7504751855952572
23.0,0.7935646033306855
24.0,0.8053599011436412
25.0,0.8297178683167468
26.0,0.8097776782161342
27.0,0.9082689795821753
28.0,0.8795606208407356
29.0,0.9568086063600234
30.0,1.0147679832972811
31.0,1.0848094948104197
32.0,1.1236055905710907
33.0,1.1505198119212503
34.0,1.150104413307463
35.0,1.2013548454558118
36.0,1.2312697036111444
37.0,1.1829052261008166
38.0,1.1923076790938507
39.0,1.1256764414413518
40.0,1.0825795223272479
41.0,1.0310829313431433
42.0,0.9625438890539016
43.0,0.9569714888959475
44.0,0.8814444673216421
45.0,0.8465186806632725
46.0,0.8179890323749133
47.0,0.7665074638302848
48.0,0.7668063061866869
49.0,0.8176443772455999
50.0,0.8530322938283674
51.0,0.8991372144369202
52.0,0.9247553695763283
53.0,0.967853870215797
54.0,1.0446274739313601
55.0,1.0525973333984389
56.0,1.1373449449363315
57.0,1.1195018130059617
58.0,1.1588537368470377
59.0,1.202409550316434
60.0,1.2249487668457675
61.0,1.2117534803066796
62.0,1.1707121846745656
63.0,1.1109736853524357
64.0,1.055030292766891
65.0,1.026541390324885
66.0,0.9286812079435739
67.0,0.8955868981011814
68.0,0.8596981856410686
69.0,0.8604320150346727
70.0,0.8600927336571258
71.0,0.7182237416057401
72.0,0.7972695061126055
73.0,0.8478194042671197
74.0,0.8257550545599638
75.0,0.8447752198053847
76.0,0.9219788023496771
77.0,0.9098092155945184
78.0,1.0162624192256635
79.0,1.0574346312940868
80.0,1.0353403195410904
81.0,1.1103059145230985
82.0,1.1737840524137169
83.0,1.1902673423162595
84.0,1.176940645208338
85.0,1.2014213137936596
86.0,1.1448605613367744
87.0,1.0869154429676073
88.0,1.0629768308010992
89.0,1.0257220506850468
90.0,0.9904386434328352
91.0,0.953048591641249
92.0,0.820005536329028
93.0,0.8670350757641114
94.0,0.8365778232506477
95.0,0.8309859154782409
96.0,0.8552500559318218
97.0,0.7891309859127045
98.0,0.857483456849241
99.0,0.8756699118346062
100.0,0.9236997770998405
101.0,0.9515740186642484
102.0,1.0072450564172148
103.0,1.0792386107550749
104.0,1.0890214163603358
105.0,1.1629206177328695
106.0,1.1352385743616589
107.0,1.1358166745309115
108.0,1.2565318842546334
109.0,1.2094957303386487
110.0,1.233711615679972
111.0,1.1773028045594105
112.0,1.081622062286743
113.0,1.0171350527525567
114.0,1.0298123202636251
115.0,0.9848709935674959
116.0,0.9283905820219747
117.0,0.8052787853179194
118.0,0.8246307528523578
119.0,0.8278793441125505
120.0,0.7676837111200171
